conversation_id,timestamp,customer_message,intent,difficulty,turn_count,expected_action,escalation_recommendation,escalation_reason,historical_brand_response,labeler_notes
conv_179305,2017-10-04T09:53:13Z,got amazon uk beta code for bf2 and its not working??????,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,easy,2,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158255 Sorry to hear this! Please get in touch with EA for assistance with this. ^RL,"Prototypical, unambiguous damaged defective or wrong item query with clear keywords."
conv_183575,2017-10-04T11:06:57Z,"Worst customer svc, orderd moto G5s+ whch ws faulty & reqstd 4 refnd.pickd up after mre thn 2 wks and still nt refnded & no update @115850",DAMAGED_DEFECTIVE_OR_WRONG_ITEM,easy,2,REPLACE_DAMAGED_DEFECTIVE_ITEM,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@158357 I'm sorry for the trouble. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^AU,"Prototypical, unambiguous damaged defective or wrong item query with clear keywords."
conv_179722,2017-10-04T11:46:46Z,hi i preordered star wars battle front II and you sent an email with beta code but its not working,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,easy,2,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158322 Sorry to hear this. Please get in touch with EA for assistance with this issue. ^RL,"Prototypical, unambiguous damaged defective or wrong item query with clear keywords."
conv_607489,2017-10-04T12:18:42Z,my kindle is not working and I find no Amazon service center in Hyderabad. Need help :(,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,easy,2,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@159077 We'd like to have a look into this. Kindly report your query to our Kindle support team here: https://t.co/tc3VJIYzxn. ^AB,"Prototypical, unambiguous damaged defective or wrong item query with clear keywords."
conv_183182,2017-10-04T12:21:01Z,my kindle not working. No Amazon service center in Hyderabad. Pls help :(,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,easy,2,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@159077 Sorry to hear that. Kindly get in touch with us here: https://t.co/QXNRC8gPNG and we’ll be glad to help you. ^NS,"Prototypical, unambiguous damaged defective or wrong item query with clear keywords."
conv_18679,2017-09-18T23:34:35Z,Amazon truck damaged my lawn my lawn .Love Amazon . So sad no one called me back today as promised! Why?,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,4,REPLACE_DAMAGED_DEFECTIVE_ITEM,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@120166 Please send us your details here: https://t.co/PJ1sPeuPfz so we can look into this for you. ^LI,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_226057,2017-09-29T13:57:45Z,"On 25th sept, I have received 64 gb samsung memory card but its a faulty one. On 26th, I have sent a request for replacement but nothing has happened since then. I demand a swift action. Bill order is 408-9130123-3589128",DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,5,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@169973 I've responded to your tweet here: https://t.co/Tw5UsNt07H, ^NR 1/2",Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_286193,2017-10-04T07:10:48Z,Bought a Whirlpool Solo Microwave oven 20ltrs from Amazon Sale. Received a faulty machine that doesn't work. Waiting response. Will update.,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,4,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@184186 Sorry for the trouble with your order. Let us look into it and assist you accordingly. (1/2)^HR,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_180113,2017-10-04T11:04:23Z,My shipment is supposed to arrive yesterday 3 Oct and I do not know why the delay was so much damaged by the delay of the shipment. https://t.co/3GU7MUmrvw,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,4,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@158387 Hi, sorry for the delay. Which website did you place the order on Amazon .com/.co.uk etc? ^TP",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_180222,2017-10-04T11:34:02Z,"never expected a bullying & crooked behaviour from Amazon. I requested a return of defective iPhone SE, no one from Amazon..contd#",DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,3,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@158406 I get your disappointment. However, we'll not be able to accept any return post the return window. (1/2)",Conversational query with multi-sentence context (3 turns) reflecting customer context.
conv_180754,2017-10-04T12:16:26Z,"Broken product received for order 408-7624111-6539547 Looking for replacement, cu care was unable to register replace. Do check https://t.co/b9wltyKr7f",DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,5,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@158484 Sorry for the trouble, Jeet. Kindly fill in your details here: https://t.co/nrxVrkdWfQ and we will get back to you. ^KS 1/2",Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_197845,2017-10-04T13:57:35Z,my phone's finger print scanner is not working. Also the technician was supposed to arrive in the afternoon but still not here!,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,4,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@162523 Sorry for the trouble Nitish. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_199981,2017-10-04T18:14:15Z,I received a damaged product today from amazon. order number 406-3167131-0133142 . amazon india https://t.co/VSy9XaQfQC,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,5,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@163180 We apologize for this. Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B (1/2)^CB.,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_210440,2017-10-04T18:27:45Z,"I want to replace an item I received damaged, but it will only let me return it, rather than replace. Why is this?",DAMAGED_DEFECTIVE_OR_WRONG_ITEM,medium,4,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@165810 Items Fulfilled by https://t.co/ykTUEmdsQA but sold by another Seller can't be replaced. They may be returned and refunded. ^ZW,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_279646,2017-10-01T18:09:11Z,"I have place a replacement request for faulty Moto G5s Plus. Still pending, should have been picked up on 7 September.",DAMAGED_DEFECTIVE_OR_WRONG_ITEM,hard,5,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@182662 Our apologies for the delay. Did you happen to report this to us here: https://t.co/vlvfJr4nN9? ^YP,Hard boundary case with overlapping intent signals; classified as DAMAGED_DEFECTIVE_OR_WRONG_ITEM based on precedence hierarchy.
conv_179747,2017-10-04T11:43:42Z,I wish to exchange my working Dell laptop for new one.But one of the hinges of screen is broken. Is it eligible for exchange?,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,hard,6,REPLACE_DAMAGED_DEFECTIVE_ITEM,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@158327 We'll only be able to accept the exchange, if the Used product is in working condition with its display (1/2) ^GK",Hard boundary case with overlapping intent signals; classified as DAMAGED_DEFECTIVE_OR_WRONG_ITEM based on precedence hierarchy.
conv_193073,2017-10-04T20:04:30Z,m sorry2disturbed u but m mentally harassed by Amazon 405-6636472-3798710 not working booked another order but not getting refund,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,hard,7,REPLACE_DAMAGED_DEFECTIVE_ITEM,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@10675 My apologies for the trouble. Kindly fill in your details here: https://t.co/LWUCaJAo6F and we will get back to you. ^KS 1/2,Hard boundary case with overlapping intent signals; classified as DAMAGED_DEFECTIVE_OR_WRONG_ITEM based on precedence hierarchy.
conv_206777,2017-10-04T21:11:35Z,bizarre! @117795 delivered the wrong item. insist we arrange return & not be refunded for a week?! 35mins on phone @115830,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,hard,2,REPLACE_DAMAGED_DEFECTIVE_ITEM,escalate_human_agent,High-severity product condition failure requiring merchant investigation.,"@164972 I'm sorry you had that experience! If you respond to the survey sent at the end of the call, it will go to their leadership. ^DD",Hard boundary case with overlapping intent signals; classified as DAMAGED_DEFECTIVE_OR_WRONG_ITEM based on precedence hierarchy.
conv_206692,2017-10-04T22:00:01Z,You have the worst customer service..you basically stole money from us due to YOUR faulty gift card!!,DAMAGED_DEFECTIVE_OR_WRONG_ITEM,hard,2,REPLACE_DAMAGED_DEFECTIVE_ITEM,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@164954 I'm sorry to hear this, Christine! We want you to have a great experience w/us! Is there anything we can assist with? ^FR",Hard boundary case with overlapping intent signals; classified as DAMAGED_DEFECTIVE_OR_WRONG_ITEM based on precedence hierarchy.
conv_1293697,2016-10-01T09:29:31Z,Heu ça marche pas le linkage de mon compte @120533 #premium & @54689 #prime Nous ne pouvons pas activer Twitch Prime sur votre compte.,PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@422531 Bjr et désolée :( nos équipes techniques travaillent sur ce problème, nous en espérons la résolution rapide! Merci à Vous :) ^DY","Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_658849,2017-06-05T21:05:31Z,"Everything announced at Apple WWDC today ››› Yawn. On the other hand, Amazon Prime Video coming to Apple TV ››› Yes!!!",PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@276863 Grab the popcorn! We’re working hard on an app for AppleTV, and expect it to launch later this year! ^HC","Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_726735,2017-08-30T08:16:45Z,When are you planning to bring Kannada content in Prime Video? I've been waiting from quite long. @24233,PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@294083 Regional languages are an integral part of our content in India, we continue to add more subtitle and audio languages. ^OG","Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_1270132,2017-09-28T07:42:14Z,"Purchased Prime membership, still waiting for my cashback. SS attached https://t.co/Y1PEEXiMk2",PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@417383 The cashback would be credited to amazon pay balance by 15th October 2017. ^AU,"Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_241528,2017-10-04T10:46:09Z,"Surely preordering something means you get it delivered on release day, not 5 days later @115830 @AmazonHelp 🙄 Seriously considering cancelling my Prime membership",PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@170769 Hi, sorry to hear that, have you received any emails in relation to the order? ^JJ","Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_197681,2017-10-04T15:04:04Z,What if I already have a prime subscription? Will that be added the next year?,PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@176386 Yes, indeed. You will receive an additional year of Prime services over and above your current Prime subscription! ^HN","Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_191481,2017-10-04T18:11:49Z,"your description of echo dot includes ""play music on amazon prime music"". Is that available now in India or coming up?! yay!!",PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@161011 We haven't made an announcement yet, Please stay tuned for and update on this. ^KS","Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_215210,2017-10-05T00:39:47Z,5 days to deliver?? Really.... this is for prime subscription. https://t.co/1IsMRR5VdP,PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@167130 That's odd. Could you confirm if this order was placed via third party seller? ^HD,"Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_215141,2017-10-05T01:11:39Z,is #OneTreeHill available with a prime subscription? #OTH,PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@167115 Currently this title is not available. To find Prime titles look for Included with Prime/Prime Video on the home screen. ^TG,"Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_224365,2017-10-05T04:18:40Z,"So my @121284 dot will ship on 3rd November. Safe to say, Amazon prime music will launch before that 🤔",PRIME_MEMBERSHIP_AND_DIGITAL,easy,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169498 We don't have an update yet regarding Prime music. Stay tuned. ^NS,"Prototypical, unambiguous prime membership and digital query with clear keywords."
conv_578074,2017-09-09T14:44:05Z,can you guys add an option to increase the playback speed on prime video? It will be greatly appreciated.,PRIME_MEMBERSHIP_AND_DIGITAL,medium,4,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@256072 That's a great suggestion. I'll be sure to pass along your comments internally. Thanks for letting us know. ^MS,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_344609,2017-09-27T15:48:48Z,Did you know? Amazon India fools people by making them pay Prime Membership fees but rarely delivers products within 4 days? #amazonsucks,PRIME_MEMBERSHIP_AND_DIGITAL,medium,4,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@197973 Sorry about the trouble. Certain pincodes are not serviceable with prime guaranteed delivery yet. For more [1/2] ^HA,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_2284171,2017-10-02T13:52:51Z,Why Amazone has started deducting money from CC without customer knowledge for PRIME membership?? That's how you want to make mone,PRIME_MEMBERSHIP_AND_DIGITAL,medium,4,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@364089 Oh, that's unusual! We'd like to know more about this and help, could you let us know the amount of the charge? ^MA",Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_224353,2017-10-04T04:33:54Z,benefit of being prime member? https://t.co/FIXq8A79zx,PRIME_MEMBERSHIP_AND_DIGITAL,medium,4,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169610 I'm sorry for the unpleasant experience. Please get in touch with us at: https://t.co/vlvfJr4nN9 we'll check it for you. ^AU,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_183721,2017-10-04T07:12:50Z,Hey prime video team is there any option to change aspect ratio from 4:3 to 16:9. I am watching doreamon.,PRIME_MEMBERSHIP_AND_DIGITAL,medium,4,TROUBLESHOOT_DIGITAL_OR_TECHNICAL,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@159201 We don't have the option to change the aspect ratio of the video. Appreciate your understanding. ^HR,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_222722,2017-10-05T03:40:30Z,how fast prime member gets dilevery bcoz i m a prime member and i think i m getting normal delivery as all people,PRIME_MEMBERSHIP_AND_DIGITAL,medium,5,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169195 prime customers will receive free standard delivery. (2/2) ^VM,Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_223853,2017-10-05T04:01:47Z,Description on every Echo page on @115850 mention Prime Music. Don’t think it is available in India yet. Or is it? No reference elsewhere.,PRIME_MEMBERSHIP_AND_DIGITAL,medium,5,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@169491 Currently, we do not have an announcement on this. Please stay tuned. ^HK",Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_226118,2017-10-05T04:13:01Z,Hey @115850 what happens to my existing Prime membership if I buy the echo? Do I get an additional year? Or could I gift someone the year?,PRIME_MEMBERSHIP_AND_DIGITAL,medium,4,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@169982 Your prime subscription would be extended by one year on purchase of Echo. ^GS,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_816091,2017-09-29T10:47:27Z,"Cancelled my Prime membership roughly 3 months ago, just noticed i've been charged for prime for the past 2 months. Any help.",PRIME_MEMBERSHIP_AND_DIGITAL,hard,4,MANAGE_PRIME_SUBSCRIPTION,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@314332 Hi Josh, did you receive an email confirming the cancellation? Can you see an option to cancel - https://t.co/EMoca4Sfya ? ^TP",Hard boundary case with overlapping intent signals; classified as PRIME_MEMBERSHIP_AND_DIGITAL based on precedence hierarchy.
conv_180044,2017-10-04T11:07:34Z,hav prime membership. used to b best platform to shop. but now bad services. hw to discontinue prime n get money back ?,PRIME_MEMBERSHIP_AND_DIGITAL,hard,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158374 Sorry for the trouble Gourav. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Hard boundary case with overlapping intent signals; classified as PRIME_MEMBERSHIP_AND_DIGITAL based on precedence hierarchy.
conv_183616,2017-10-04T11:48:07Z,been charged for prime wrongly and can’t find how to request a refund... can you help? Thanks,PRIME_MEMBERSHIP_AND_DIGITAL,hard,2,MANAGE_PRIME_SUBSCRIPTION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@159175 Hi, you can cancel Prime here: https://t.co/90jFAPxout and if eligible you'll be refunded for unused service automatically. ^JJ",Hard boundary case with overlapping intent signals; classified as PRIME_MEMBERSHIP_AND_DIGITAL based on precedence hierarchy.
conv_234829,2017-10-05T12:55:29Z,appalled that when charged twice for my prime membership and asked for 1 refunded I now have ended up with no prime membership,PRIME_MEMBERSHIP_AND_DIGITAL,hard,8,MANAGE_PRIME_SUBSCRIPTION,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@171913 Very sorry to hear this.If you were charged twice, this must have occurred on different accounts. Have you reached out to us?^CR",Hard boundary case with overlapping intent signals; classified as PRIME_MEMBERSHIP_AND_DIGITAL based on precedence hierarchy.
conv_238886,2017-10-04T08:55:07Z,": Ours is a business account. Ordered 14 items for diwali gifts for staffs worth 10K INR. Order cancelled for 12 items. Order # 403-6277206-9111521. Customer service say, can't do anything. Why i should have business account then?",ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@172815 Write to us here: https://t.co/GIJyeYqKE0 & we'll help you with the available options. 2/2 ^MJ,"Prototypical, unambiguous order cancellation query with clear keywords."
conv_180735,2017-10-04T12:03:07Z,"Because while the savings are getting ""better"", Id rather not wait 4+ fucking months only to have it forcibly cancelled on me. Im not happy!",ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@158479 Has the order been cancelled, or is it still showing as pending a delivery date? ^LB","Prototypical, unambiguous order cancellation query with clear keywords."
conv_183689,2017-10-04T12:40:35Z,"placed an order for AC, cancelled same day, amount pending from last 12 days #AmazonGreatIndianFestival not managed properly",ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@159181 Sorry about that. Kindly get in touch with us here: https://t.co/ycCgzIQqew and we’ll be glad to help you. ^NS,"Prototypical, unambiguous order cancellation query with clear keywords."
conv_182644,2017-10-04T17:11:30Z,"again #bad #experience Product ordered, cancelled. Now not able to order tht product due to qty restrictions #badservice #amazon",ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158949 Kindly revert to the email sent by our account specialist team. We'll check this for you. ^SG,"Prototypical, unambiguous order cancellation query with clear keywords."
conv_210378,2017-10-04T17:26:30Z,I ordrd gifts for someone and you say its cancelled...nice diwali gift from you...thanks ton!!! hoping to get some solution <end> https://t.co/45jbpuLTxN,ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@165793 We've responded to you here: https://t.co/yTCExnB8bg, request you to check. ^MA","Prototypical, unambiguous order cancellation query with clear keywords."
conv_207763,2017-10-04T21:15:26Z,Hey @AmazonHelp 4th day now without my order which is made up entirely of Prime items.. No cancellation allowed.. what the hell?,ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@165137 I'm sorry your order hasn't arrived yet. What does the latest tracking say? Have we missed the delivery date? ^VS,"Prototypical, unambiguous order cancellation query with clear keywords."
conv_622782,2017-10-04T22:49:00Z,"I'm trying to cancel an order, but there is not option to edit order also I didn't receive a email regarding the order",ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@267821 Hi! I've replied to your DM! ^WT,"Prototypical, unambiguous order cancellation query with clear keywords."
conv_215212,2017-10-05T00:44:16Z,amazon keeps messing up my her order i got one email saying it was cancelled but when i go on the website it says its gonna be shipped i,ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@167131 Oh my! What does your order status show here: https://t.co/Y5jpI9gRhE? Let us know! ^KJ,"Prototypical, unambiguous order cancellation query with clear keywords."
conv_227114,2017-10-05T07:25:24Z,"Slow clap 👏👏👏👏 Product Cancelled by me, still getting notification that product will deliver to you today. Apni Dukaan.😂🤣😂🤣 https://t.co/RrWAFMmpbL",ORDER_CANCELLATION,easy,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@170173 Kindly get in touch with us here: https://t.co/cLMKwvBRjA and we’ll be glad to help you. ^AG,"Prototypical, unambiguous order cancellation query with clear keywords."
conv_1745558,2017-03-30T12:32:01Z,my order had been delayed twice and then cancelled for the 2nd time when I made that comment. But my latest order was on time.,ORDER_CANCELLATION,medium,4,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@69857 Hey! That's quite a comment. I'd like to know what went wrong so that I can help you accordingly. ^MM,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_728534,2017-09-28T19:33:34Z,It's more than a week since picked up by Amazon delivery. It's showing the product is cancelled. Its not returned to me yet. @AmazonHelp https://t.co/ejquQyile9,ORDER_CANCELLATION,medium,4,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@294528 That seems to be strange.We'd like to check this. Kindly drop in the details here : https://t.co/9wv1bMJyOE. We'll look into it.^CA,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_974800,2017-10-03T13:18:00Z,Order ID : 407-3954265-1967543 7th time my order got cancelled within a period of 30 days.,ORDER_CANCELLATION,medium,4,PROCESS_ORDER_CANCELLATION,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@351174 Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. (2/3) ^SI,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_180277,2017-10-04T06:17:12Z,Amazon India Not excpcted this kind of goof up from you guys.. My product has been cancelled without even notifying me,ORDER_CANCELLATION,medium,4,PROCESS_ORDER_CANCELLATION,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,@158415 That's unacceptable indeed. Please contact us here: https://t.co/vlvfJr4nN9 and we'll be glad to help you. ^SI,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_179931,2017-10-04T10:25:47Z,order id 406-0875156-9923538 i cancelled it as its taking forever to come nd you guys ask for pick up from home date.. #shitamazon,ORDER_CANCELLATION,medium,4,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158355 I'm sorry for the inconvenience. We'd like to look into it and work on it. (1/3)^AP,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_180523,2017-10-04T12:16:14Z,"Had to cancel my order today from @116090 2 day shipping item still not shipped, horrible experience with the CSR. @AmazonHelp",ORDER_CANCELLATION,medium,4,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@158447 Were you advised as to what was caused the delay? ^KM,Conversational query with multi-sentence context (4 turns) reflecting customer context.
conv_191616,2017-10-04T14:14:46Z,I am unable to pay for my order id :- 405-2765780-7605958 and 2 more.Your team suggested to cancel the order. What should I do ?,ORDER_CANCELLATION,medium,5,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.","@161037 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KH",Conversational query with multi-sentence context (5 turns) reflecting customer context.
conv_183392,2017-10-04T10:54:56Z,Refund not received for an order placed on 22nd September and cancelled.,ORDER_CANCELLATION,hard,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@159125 Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Hard boundary case with overlapping intent signals; classified as ORDER_CANCELLATION based on precedence hierarchy.
conv_183643,2017-10-04T12:43:10Z,"customercare completely useless,not helping, act like written scripts, no supervisor to speak with, 32K not refunded, AC cancelled",ORDER_CANCELLATION,hard,2,PROCESS_ORDER_CANCELLATION,auto_handle,"Can be resolved autonomously with self-service link, policy guidance, or tracking update.",@159181 I'm sorry for the experience you had with our support team. Kindly drop in your details here: https://t.co/beaaDm0muc ^GK,Hard boundary case with overlapping intent signals; classified as ORDER_CANCELLATION based on precedence hierarchy.
conv_180957,2017-10-04T12:50:56Z,"I have share details already. What should I do ? Can I cancel the order ? If I cancel , may be you will refund my money after 1 month",ORDER_CANCELLATION,hard,9,PROCESS_ORDER_CANCELLATION,escalate_human_agent,Customer issue requires private verification or multi-turn escalation.,"@158507 We've sent a correspondence to your registered account, request you to check. We'd appreciate your understanding. ^MA",Hard boundary case with overlapping intent signals; classified as ORDER_CANCELLATION based on precedence hierarchy.
